lev_timestamp,site_no,station_nm,y,x,name,agency_cd,site_tp_cd,lev_va,sl_lev_va,sl_datum_cd,lev_status_cd,lev_agency_cd,lev_dt_acy_cd,lev_acy_cd,lev_src_cd,lev_meth_cd,lev_age_cd,timestamp_quarter,baseline_value,relative_to_baseline,ObjectId
9/29/15,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.57,null,null,1,USDA,m,1,A,T,A,3,31.84,Greater,2
3/1/01,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.05,null,null,1,USGS,m,2,S,V,A,1,null,null,4
1/16/02,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.51,null,null,1,USGS,m,2,S,V,A,1,null,null,7
3/10/06,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.88,null,null,1,USGS,m,2,S,V,A,1,null,null,10
2/21/07,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.23,null,null,1,USGS,m,2,S,V,A,1,33.9175,Less,13
2/20/08,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.3,null,null,1,USGS,m,2,S,V,A,1,33.994,Greater,16
2/25/09,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.24,null,null,1,USGS,m,2,S,V,A,1,33.662499999999994,Less,19
3/17/10,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,30.14,null,null,1,USGS,m,2,S,T,A,1,32.958,Less,22
3/17/11,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.18,null,null,1,USDA,m,1,A,T,A,1,32.66166666666667,Less,25
4/11/12,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.77,null,null,1,USDA,m,1,A,T,A,1,32.53428571428571,Less,28
1/16/13,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.78,null,null,1,USDA,m,1,A,T,A,1,32.565,Greater,31
3/19/13,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.24,null,null,1,USDA,m,1,A,T,A,1,32.11,Greater,34
3/11/14,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.94,null,null,1,USDA,m,1,A,T,A,1,32.073750000000004,Greater,37
4/2/15,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.08,null,null,1,USDA,m,1,A,T,A,1,31.79625,Greater,40
4/11/16,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.96,null,null,1,USDA,m,1,A,T,A,1,32.011250000000004,Greater,43
1/18/17,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.9,null,null,1,USDA,m,1,A,T,A,1,32.11,Greater,46
4/4/17,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.55,null,null,1,USDA,m,1,A,T,A,1,32.37777777777778,Greater,49
1/17/18,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.5,null,null,1,USDA,m,1,A,T,A,1,32.49,Greater,52
3/5/18,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.96,null,null,1,USGS,m,2,S,S,A,1,32.53272727272727,Greater,55
4/11/18,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.88,null,null,1,USDA,m,1,A,T,A,1,32.68727272727273,Greater,58
1/30/19,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.18,null,null,1,USDA,m,1,A,T,A,1,32.72833333333333,Greater,61
3/22/19,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.56,null,null,1,USGS,m,2,S,S,A,1,32.715384615384615,Less,64
3/27/19,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.49,null,null,1,USDA,m,1,A,T,A,1,32.699285714285715,Less,67
4/8/20,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.09,null,null,1,USGS,m,2,S,V,A,1,32.674166666666665,Less,70
2/11/21,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.26,null,null,1,USGS,m,2,S,V,A,1,32.79615384615385,Greater,73
3/28/22,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.35,null,null,1,USGS,m,2,S,V,A,1,32.98153846153846,Greater,76
3/29/23,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.05,null,null,1,USGS,m,2,S,V,A,1,33.13307692307693,Greater,79
1/19/24,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,36.67,null,null,1,USGS,m,2,S,V,A,1,33.461666666666666,Greater,82
5/11/00,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.71,null,null,1,USGS,m,2,S,V,A,2,null,null,86
5/7/01,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.1,null,null,1,USGS,m,2,S,V,A,2,null,null,89
6/17/02,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.08,null,null,1,USGS,m,2,S,V,A,2,null,null,92
4/18/03,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.18,null,null,1,USGS,m,2,S,V,A,2,33.7675,Less,95
6/16/04,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.39,null,null,1,USGS,m,2,S,V,A,2,33.892,Greater,98
4/20/05,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.73,null,null,1,USGS,m,2,S,V,A,2,33.865,Less,101
9/8/17,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.91,null,null,1,USGS,m,2,S,S,A,3,32.16166666666666,Greater,104
10/3/17,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.32,null,null,1,USDA,m,1,A,T,A,3,32.32714285714285,Greater,107
9/24/18,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.95,null,null,1,USGS,m,2,S,S,A,3,32.53,Greater,110
9/20/19,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.78,null,null,1,USGS,m,2,S,V,A,3,32.96875,Greater,113
7/27/20,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.32,null,null,1,USGS,m,2,S,V,A,3,33.1725,Greater,116
8/20/21,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.22,null,null,1,USGS,m,2,S,V,A,3,33.56875,Greater,119
8/3/22,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35,null,null,1,USGS,m,2,S,V,A,3,33.88375,Greater,122
7/19/23,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.99,null,null,1,USGS,m,2,S,V,A,3,34.31125,Greater,125
8/16/23,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,36.33,null,null,1,USGS,m,2,S,V,A,3,34.535555555555554,Greater,128
12/6/00,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.32,null,null,1,USGS,m,2,S,V,A,4,null,null,131
10/17/02,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.23,null,null,1,USGS,m,2,S,V,A,4,null,null,134
12/31/03,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.69,null,null,1,USGS,m,2,S,V,A,4,null,null,137
1/9/04,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.64,null,null,1,USGS,m,2,S,V,A,4,33.97,Greater,140
12/3/04,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.84,null,null,1,USGS,m,2,S,V,A,4,34.144,Greater,143
11/7/05,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.66,null,null,1,USGS,m,2,S,V,A,4,34.39666666666667,Greater,146
1/3/08,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.71,null,null,1,USGS,m,2,S,V,A,4,34.795,Less,149
11/12/08,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.31,null,null,1,USGS,m,2,S,V,A,4,34.440000000000005,Less,152
11/18/09,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.79,null,null,1,USGS,m,2,S,V,A,4,34.09142857142857,Less,155
11/23/10,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.2,null,null,1,USGS,m,2,S,T,A,4,33.730000000000004,Less,158
1/6/12,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,31.31,null,null,1,USDA,m,1,A,T,A,4,32.83,Less,161
12/9/13,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.58,null,null,1,USDA,m,1,A,T,A,4,32.31666666666667,Greater,164
12/15/14,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32,null,null,1,USDA,m,1,A,T,A,4,32.27142857142857,Less,167
1/4/16,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.1,null,null,1,USDA,m,1,A,T,A,4,31.996666666666666,Greater,170
10/18/16,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.81,null,null,1,USDA,m,1,A,T,A,4,32.112857142857145,Greater,173
12/11/17,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.63,null,null,1,USGS,m,2,S,S,A,4,32.571666666666665,Greater,176
12/10/18,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,33.63,null,null,1,USGS,m,2,S,S,A,4,32.722857142857144,Greater,179
12/23/19,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,32.64,null,null,1,USGS,m,2,S,V,A,4,32.91285714285714,Less,182
10/26/20,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.41,null,null,1,USGS,m,2,S,V,A,4,33.1,Greater,185
11/30/21,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,35.8,null,null,1,USGS,m,2,S,V,A,4,33.5025,Greater,188
10/18/22,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,34.32,null,null,1,USGS,m,2,S,V,A,4,33.7925,Greater,191
12/14/23,3.12044E+14,D-24-21 17BCB3 [Baumkirchner 3],31.3456576,-110.239245,Baumkirchner 3,USGS,GW,36.69,null,null,1,USGS,m,2,S,V,A,4,34.44571428571429,Greater,194
2/14/07,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.55,null,null,1,USGS,m,2,S,V,A,1,null,null,197
2/20/08,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.64,null,null,1,USGS,m,2,S,V,A,1,null,null,200
2/25/09,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.44,null,null,1,USGS,m,2,S,V,A,1,null,null,203
3/17/10,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.42,null,null,1,USGS,m,2,S,T,A,1,40.7625,Greater,206
3/17/11,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.12,null,null,1,USDA,m,1,A,T,A,1,40.833999999999996,Greater,209
4/11/12,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.74,null,null,1,USDA,m,1,A,T,A,1,40.985,Greater,212
1/15/13,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.71,null,null,1,USDA,m,1,A,T,A,1,41.08857142857143,Greater,215
3/19/13,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.55,null,null,1,USDA,m,1,A,T,A,1,41.14625,Greater,218
3/12/14,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.79,null,null,1,USDA,m,1,A,T,A,1,41.176249999999996,Less,221
4/2/15,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.17,null,null,1,USDA,m,1,A,T,A,1,41.1175,Less,224
4/11/16,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.64,null,null,1,USDA,m,1,A,T,A,1,41.1425,Less,227
1/18/17,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.5,null,null,1,USDA,m,1,A,T,A,1,41.18222222222222,Greater,230
4/4/17,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.35,null,null,1,USDA,m,1,A,T,A,1,41.17444444444445,Greater,233
1/16/18,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.04,null,null,1,USDA,m,1,A,T,A,1,41.261,Greater,236
4/12/18,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.97,null,null,1,USDA,m,1,A,T,A,1,41.346,Greater,239
1/30/19,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.25,null,null,1,USDA,m,1,A,T,A,1,41.42818181818182,Greater,242
3/28/19,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.96,null,null,1,USDA,m,1,A,T,A,1,41.4725,Greater,245
4/7/20,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.34,null,null,1,USGS,m,2,S,V,A,1,41.400999999999996,Less,248
2/9/21,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.55,null,null,1,USGS,m,2,S,V,A,1,41.50545454545455,Greater,251
4/6/21,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.59,null,null,1,USGS,m,2,S,V,A,1,41.66909090909091,Greater,254
2/1/22,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.38,null,null,1,USGS,m,2,S,V,A,1,41.72833333333333,Greater,257
4/4/22,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.27,null,null,1,USGS,m,2,S,V,A,1,41.903333333333336,Greater,260
1/24/23,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.17,null,null,1,USGS,m,2,S,V,P,1,41.846923076923076,Less,263
2/14/24,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.71,null,null,1,USGS,m,2,S,V,P,1,42.04833333333334,Greater,266
5/4/07,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.58,null,null,1,USGS,m,2,S,V,A,2,null,null,269
4/15/08,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.64,null,null,1,USGS,m,2,S,V,A,2,null,null,272
5/29/08,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.81,null,null,1,USGS,m,2,S,V,A,2,null,null,275
6/11/09,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.78,null,null,1,USGS,m,2,S,V,A,2,40.7025,Greater,278
5/21/10,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.44,null,null,1,USGS,m,2,S,T,A,2,40.85,Greater,281
6/28/11,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.48,null,null,1,USDA,m,1,A,T,A,2,40.955,Greater,284
6/19/12,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,42.03,null,null,1,USDA,m,1,A,T,A,2,41.10857142857143,Greater,287
6/6/13,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.77,null,null,1,USDA,m,1,A,T,A,2,41.19125,Greater,290
6/3/14,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.13,null,null,1,USDA,m,1,A,T,A,2,41.260000000000005,Less,293
6/30/15,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,40.63,null,null,1,USDA,m,1,A,T,A,2,41.32285714285714,Less,296
6/29/16,3.12318E+14,D-23-22 33BCC [PALO FH],31.38844444,-110.1218611,PALO FH,USGS,GW,41.11,null,null,1,USDA,m,1,A,T,A,2,41.370000000000005,Less,299
7/13/18,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.56,null,null,1,USDA,m,1,A,T,A,2,75.86428571428571,Greater,301
4/17/19,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.67,null,null,1,USGS,m,2,S,V,A,2,75.84,Less,304
6/26/19,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.62,null,null,1,USGS,m,2,S,V,A,2,75.92666666666668,Greater,307
6/25/20,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.72,null,null,1,USGS,m,2,S,V,A,2,76.006,Greater,310
6/28/21,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,77.92,null,null,1,USGS,m,2,S,V,A,2,76.18,Greater,313
6/27/22,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,77.35,null,null,1,USGS,m,2,S,V,A,2,76.2775,Greater,316
4/17/23,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.72,null,null,1,USGS,m,2,S,V,P,2,76.23461538461538,Less,319
6/26/23,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.83,null,null,1,USGS,m,2,S,V,P,2,76.40923076923077,Greater,322
9/27/64,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,73,null,null,1,null,D,0,null,L,A,3,null,null,325
10/3/17,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.68,null,null,1,USDA,m,1,A,T,A,3,null,null,328
10/4/18,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.58,null,null,1,USDA,m,1,A,T,A,3,null,null,331
7/18/19,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,77.24,null,null,1,USDA,m,1,A,T,A,3,null,null,334
10/6/20,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.91,null,null,1,USGS,m,2,S,V,A,3,76.60249999999999,Greater,337
10/3/22,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.29,null,null,1,USGS,m,2,S,V,A,3,76.53999999999999,Less,340
11/30/16,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.07,null,null,1,USGS,m,2,S,V,A,4,null,null,343
10/17/17,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.59,null,null,1,USGS,m,2,S,V,A,4,null,null,346
1/10/18,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.37,null,null,1,USGS,m,2,S,V,A,4,null,null,349
10/25/18,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.97,null,null,1,USGS,m,2,S,V,A,4,75.5,Greater,352
10/23/19,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.79,null,null,1,USGS,m,2,S,V,A,4,75.75800000000001,Greater,355
1/8/20,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,75.7,null,null,1,USGS,m,2,S,V,A,4,75.74833333333333,Less,358
10/22/21,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,76.83,null,null,1,USGS,m,2,S,V,A,4,75.90285714285714,Greater,361
11/2/23,3.12357E+14,D-23-22 29DBD1 [3-CAN S],31.3986111,-110.1293889,3-CAN S,USGS,GW,77.12,null,null,1,USGS,m,2,S,V,P,4,76.055,Greater,364
2/29/68,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,68.4,null,null,1,null,D,2,null,T,A,1,null,null,367
1/18/17,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,76.37,null,null,1,USDA,m,1,A,T,A,1,null,null,370
4/3/17,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,76.66,null,null,1,USDA,m,1,A,T,A,1,null,null,373
1/16/18,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.11,null,null,1,USDA,m,1,A,T,A,1,null,null,376
4/11/18,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.18,null,null,1,USDA,m,1,A,T,A,1,76.83,Greater,379
1/30/19,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.11,null,null,1,USDA,m,1,A,T,A,1,76.886,Greater,382
2/6/19,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.1,null,null,1,USGS,m,2,S,V,A,1,76.92166666666667,Greater,385
3/28/19,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.19,null,null,1,USDA,m,1,A,T,A,1,76.96000000000001,Greater,388
4/7/20,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.34,null,null,1,USGS,m,2,S,V,A,1,77.0075,Greater,391
2/9/21,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.76,null,null,1,USGS,m,2,S,V,A,1,77.09111111111112,Greater,394
4/6/21,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,78.27,null,null,1,USGS,m,2,S,V,A,1,77.209,Greater,397
2/1/22,3.12417E+14,D-23-22 29ACB1 [3-CAN N],31.40511667,-110.1293833,3-CAN N,USGS,GW,77.79,null,null,1,USGS,m,2,S,V,A,1,77.26181818181819,Greater,400
12/30/03,3.12323E+14,D-23-23 32BCB [FOUDY],31.3898229,-110.036465,FOUDY,USGS,GW,263.43,null,null,1,USGS,m,2,S,V,A,4,null,null,402
12/3/04,3.12323E+14,D-23-23 32BCB [FOUDY],31.3898229,-110.036465,FOUDY,USGS,GW,263.96,null,null,1,USGS,m,2,S,V,A,4,263.2825,Greater,405
11/8/05,3.12323E+14,D-23-23 32BCB [FOUDY],31.3898229,-110.036465,FOUDY,USGS,GW,263.73,null,null,1,USGS,m,2,S,V,A,4,263.372,Greater,408
12/21/06,3.12323E+14,D-23-23 32BCB [FOUDY],31.3898229,-110.036465,FOUDY,USGS,GW,262.78,null,null,1,USGS,m,2,S,V,A,4,263.2733333333333,Less,411
11/8/07,3.12323E+14,D-23-23 32BCB [FOUDY],31.3898229,-110.036465,FOUDY,USGS,GW,262.46,null,null,1,USGS,m,2,S,V,A,4,263.15714285714284,Less,414
