name,date,ppt
wg_rg001,2001-05-30T07:00:00Z,0
wg_rg001,2001-05-31T07:00:00Z,0
wg_rg001,2001-06-01T07:00:00Z,0
wg_rg001,2001-06-02T07:00:00Z,0
wg_rg001,2001-06-03T07:00:00Z,0
wg_rg001,2001-06-04T07:00:00Z,0
wg_rg001,2001-06-05T07:00:00Z,0
wg_rg001,2001-06-06T07:00:00Z,0
wg_rg001,2001-06-07T07:00:00Z,0
wg_rg001,2001-06-08T07:00:00Z,0
wg_rg001,2001-06-09T07:00:00Z,0
wg_rg001,2001-06-10T07:00:00Z,0
wg_rg001,2001-06-11T07:00:00Z,0
wg_rg001,2001-06-12T07:00:00Z,0
wg_rg001,2001-06-13T07:00:00Z,0
wg_rg001,2001-06-14T07:00:00Z,0
wg_rg001,2001-06-15T07:00:00Z,0
wg_rg001,2001-06-16T07:00:00Z,0
wg_rg001,2001-06-17T07:00:00Z,0
wg_rg001,2001-06-18T07:00:00Z,0
wg_rg001,2001-06-19T07:00:00Z,0
wg_rg001,2001-06-20T07:00:00Z,1.253999948501587
wg_rg001,2001-06-21T07:00:00Z,1.8860000371932983
wg_rg001,2001-06-22T07:00:00Z,1.0870000123977661
wg_rg001,2001-06-23T07:00:00Z,0.35100001096725464
wg_rg001,2001-06-24T07:00:00Z,0
wg_rg001,2001-06-25T07:00:00Z,2.9830000400543213
wg_rg001,2001-06-26T07:00:00Z,1.25600004196167
wg_rg001,2001-06-27T07:00:00Z,0
wg_rg001,2001-06-28T07:00:00Z,0
wg_rg001,2001-06-29T07:00:00Z,0.48899999260902405
wg_rg001,2001-06-30T07:00:00Z,0
wg_rg001,2001-07-01T07:00:00Z,0
wg_rg001,2001-07-02T07:00:00Z,1.0959999561309814
wg_rg001,2001-07-03T07:00:00Z,0.0010000000474974513
wg_rg001,2001-07-04T07:00:00Z,0
wg_rg001,2001-07-05T07:00:00Z,0
