date,name,well,level,evi,evi_mean,evi_sd,dtg_mean,dtg_sd,evi_cv,dtg_cv,evi_z,dtg_z,lc2016,lc2023,year,drought,no_drought,drought_year,method
2008-08-20T07:00:00Z,D-23-23 32BCB [FOUDY],regional,262.46,0.2523342977380326,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,2.3606650644482,-0.7386035397342954,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2008,10.166666666666666,89.83333333333333,no,JAS obs relative to whole year
2009-09-04T07:00:00Z,D-23-23 32BCB [FOUDY],regional,262.29,0.24250400895585608,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,2.162188056133605,-1.011891253750388,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2009,90.3,9.700000000000003,yes,JAS obs relative to whole year
2010-09-01T07:00:00Z,D-23-23 32BCB [FOUDY],regional,262.87,0.26376180967424673,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,2.591390573315389,-0.0794978765188147,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2010,0,100,no,JAS obs relative to whole year
2011-09-26T07:00:00Z,D-23-23 32BCB [FOUDY],regional,263.18,0.2461008137432188,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,2.234808817283747,0.4188503078635952,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2011,89.8,10.200000000000003,yes,JAS obs relative to whole year
2012-09-25T07:00:00Z,D-23-23 32BCB [FOUDY],regional,263.38,0.1361152254967058,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,0.014160879405418771,0.7403652655296454,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2012,49.86666666666667,50.13333333333333,no,JAS obs relative to whole year
2013-09-05T07:00:00Z,D-23-23 32BCB [FOUDY],regional,263.2,0.26121337827326935,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,2.5399368417344768,0.4510018036301728,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2013-09-05T07:00:00Z,D-23-23 32BCB [FOUDY],regional,263.2,0.26121337827326935,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,2.5399368417344768,0.4510018036301728,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2014-09-15T07:00:00Z,D-23-23 32BCB [FOUDY],regional,262.87,0.17376966007103,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,0.7744172350111588,-0.0794978765188147,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2014,34.56666666666666,65.43333333333334,no,JAS obs relative to whole year
2015-09-29T07:00:00Z,D-23-23 32BCB [FOUDY],regional,262.37,0.17901154494746402,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,0.8802527451632612,-0.883285270683986,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2015,0,100,no,JAS obs relative to whole year
2001-07-11T07:00:00Z,D-23-23 32BCB [FOUDY],regional,262.08,0.1516123122022719,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,0.3270525426177403,-1.3494819592998184,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2001,15.2,84.8,no,JAS obs relative to whole year
2006-07-07T07:00:00Z,D-23-23 32BCB [FOUDY],regional,263.78,0.10808702677103936,0.1354138569344379,0.04952860215725886,262.91945205479453,0.622055040461675,0.36575726649037604,0.002365952901545047,-0.5517383688042069,1.383395180861746,Chihuahuan Mixed Desert and Thornscrub,Chihuahuan Mixed Desert and Thornscrub,2006,59.733333333333334,40.266666666666666,yes,JAS obs relative to whole year
2017-07-14T07:00:00Z,D-23-22 29ACB1 [3-CAN N],regional,77.79,0.11097734148299068,0.1453833784106701,0.0510750457214976,77.6978125,0.7523971770925081,0.3513128273661651,0.009683633977372376,-0.6736369285950111,0.12252504768325835,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2017,23.46666666666667,76.53333333333333,no,JAS obs relative to whole year
2018-07-13T07:00:00Z,D-23-22 29ACB1 [3-CAN N],regional,78.14,0.13629125425422303,0.1453833784106701,0.0510750457214976,77.6978125,0.7523971770925081,0.3513128273661651,0.009683633977372376,-0.1780149978920168,0.5877048897349004,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2018,53.33333333333333,46.66666666666667,yes,JAS obs relative to whole year
2019-07-18T07:00:00Z,D-23-22 29ACB1 [3-CAN N],regional,78.66,0.127514425069336,0.1453833784106701,0.0510750457214976,77.6978125,0.7523971770925081,0.3513128273661651,0.009683633977372376,-0.34985682516605193,1.2788292264973462,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2019,22.5,77.5,no,JAS obs relative to whole year
2005-07-07T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,35,0.22021195813661723,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.006746173499401,1.3296617742932948,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2005,0.9666666666666667,99.03333333333333,no,JAS obs relative to whole year
2017-07-14T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.32,0.13263598326359838,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,-0.2628905109562825,0.7982727325161868,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2017,23.46666666666667,76.53333333333333,no,JAS obs relative to whole year
2018-07-13T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.6,0.05157024793388415,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,-1.4381447011176305,1.017079985012644,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2018,53.33333333333333,46.66666666666667,yes,JAS obs relative to whole year
2000-07-29T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.08,0.2019800009949754,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,0.7424275444459907,0.610723658947794,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2000,89.13333333333333,10.866666666666674,yes,JAS obs relative to whole year
2001-08-09T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.31,0.05238893545683174,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,-1.4262757414657679,0.790458187784172,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2001,15.2,84.8,no,JAS obs relative to whole year
2005-08-30T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.5,0.2380379485769284,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.2651792818101164,0.9389345376924799,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2005,0.9666666666666667,99.03333333333333,no,JAS obs relative to whole year
2007-08-13T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,34.16,0.2511132199430615,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.454738623966753,0.6732400168039231,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2007,1.9000000000000001,98.1,no,JAS obs relative to whole year
2008-08-20T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.7,0.28542594919837005,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.952188979152662,-0.4676835140704515,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2008,10.166666666666666,89.83333333333333,no,JAS obs relative to whole year
2009-09-04T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,31.88,0.3249472379484774,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,2.5251506628433926,-1.108476182095791,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2009,90.3,9.700000000000003,yes,JAS obs relative to whole year
2010-09-01T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,30.94,0.260767215941116,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.5946978706493111,-1.843043386905321,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2010,0,100,no,JAS obs relative to whole year
2011-09-26T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,31.27,0.2508433409796249,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.4508260414024274,-1.5851634107487846,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2011,89.8,10.200000000000003,yes,JAS obs relative to whole year
2012-09-25T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,31.69,0.18279035065904,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,0.46422471468922893,-1.2569525320040988,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2012,49.86666666666667,50.13333333333333,no,JAS obs relative to whole year
2013-09-05T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.05,0.2103358989820168,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,0.8635675560907329,-0.9756289216515153,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2013-09-05T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.05,0.2103358989820168,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,0.8635675560907329,-0.9756289216515153,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2014-09-12T07:00:00Z,D-24-21 17BCB3 [Baumkirchner 3],regional,32.48,0.2415774802987027,0.15076943282734726,0.06897719319646492,33.298478260869565,1.279665078763944,0.45750117847464317,0.03843013691913159,1.3164938041580005,-0.6396034981748147,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2014,34.56666666666666,65.43333333333334,no,JAS obs relative to whole year
2017-07-14T07:00:00Z,D-23-22 33BCC [PALO FH],regional,41.98,0.13208864072587678,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,-0.31498714470587275,0.7338676232792951,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2017,23.46666666666667,76.53333333333333,no,JAS obs relative to whole year
2018-07-13T07:00:00Z,D-23-22 33BCC [PALO FH],regional,42.43,0.17585031826657233,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,0.2320046084933048,1.3785677643594492,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2018,53.33333333333333,46.66666666666667,yes,JAS obs relative to whole year
2007-08-14T07:00:00Z,D-23-22 33BCC [PALO FH],regional,40.9,0.4366622827881468,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,3.4919800423946046,-0.8134127153130624,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2007,1.9000000000000001,98.1,no,JAS obs relative to whole year
2008-08-20T07:00:00Z,D-23-22 33BCC [PALO FH],regional,40.88,0.40872457464500456,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,3.1427773423067635,-0.8420660549166189,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2008,10.166666666666666,89.83333333333333,no,JAS obs relative to whole year
2009-09-04T07:00:00Z,D-23-22 33BCC [PALO FH],regional,41.18,0.28574723912228606,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,1.6056427500877892,-0.4122659608631897,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2009,90.3,9.700000000000003,yes,JAS obs relative to whole year
2010-09-01T07:00:00Z,D-23-22 33BCC [PALO FH],regional,41.63,0.34585912172119065,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,2.357001150832391,0.23243418021696438,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2010,0,100,no,JAS obs relative to whole year
2011-09-26T07:00:00Z,D-23-22 33BCC [PALO FH],regional,41.76,0.23900281016109737,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,1.0213685954693412,0.4186808876401123,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2011,89.8,10.200000000000003,yes,JAS obs relative to whole year
2012-09-25T07:00:00Z,D-23-22 33BCC [PALO FH],regional,41.75,0.00236644382653973,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,-1.9364280011454338,0.40435421783833403,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2012,49.86666666666667,50.13333333333333,no,JAS obs relative to whole year
2013-09-10T07:00:00Z,D-23-22 33BCC [PALO FH],regional,40.88,0.3274150439098893,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,2.1264624917792982,-0.8420660549166189,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2013-09-10T07:00:00Z,D-23-22 33BCC [PALO FH],regional,40.88,0.3274150439098893,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,2.1264624917792982,-0.8420660549166189,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2014-09-12T07:00:00Z,D-23-22 33BCC [PALO FH],regional,41.17,0.3128323289613612,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,1.9441882905976484,-0.42659263066496794,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2014,34.56666666666666,65.43333333333334,no,JAS obs relative to whole year
2015-09-29T07:00:00Z,D-23-22 33BCC [PALO FH],regional,40.8,0.21190362214775815,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,0.6826468371933682,-0.9566794133308755,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2015,0,100,no,JAS obs relative to whole year
2019-07-18T07:00:00Z,D-23-22 33BCC [PALO FH],regional,42.49,0.12814979582351185,0.1572889582360815,0.08000427297988986,41.46776119402985,0.6979989165909852,0.5086451959317332,0.016832327005188715,-0.36422007634384923,1.464527783170139,Eastern Cool Temperate Developed Shrubland,North American Warm Desert Ruderal & Planted Scrub,2019,22.5,77.5,no,JAS obs relative to whole year
2011-09-26T07:00:00Z,D-23-21 06CCC2 [RAMBO],regional,20.9,0.26537662109546534,0.1490634543542506,0.0872372331807217,18.71609195402299,8.731340816653672,0.5852355532658035,0.4665151698390158,1.3332972917682864,0.2501228725159308,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2011,89.8,10.200000000000003,yes,JAS obs relative to whole year
2012-09-25T07:00:00Z,D-23-21 06CCC2 [RAMBO],regional,9.05,0.248165794627459,0.1490634543542506,0.0872372331807217,18.71609195402299,8.731340816653672,0.5852355532658035,0.4665151698390158,1.1360096676599862,-1.107056998117222,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2012,49.86666666666667,50.13333333333333,no,JAS obs relative to whole year
2013-09-05T07:00:00Z,D-23-21 06CCC2 [RAMBO],regional,11.42,0.2666139512496992,0.1490634543542506,0.0872372331807217,18.71609195402299,8.731340816653672,0.5852355532658035,0.4665151698390158,1.3474808015968318,-0.8356210239905916,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2013-09-05T07:00:00Z,D-23-21 06CCC2 [RAMBO],regional,11.42,0.2666139512496992,0.1490634543542506,0.0872372331807217,18.71609195402299,8.731340816653672,0.5852355532658035,0.4665151698390158,1.3474808015968318,-0.8356210239905916,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2013,21.03333333333333,78.96666666666667,no,JAS obs relative to whole year
2014-09-15T07:00:00Z,D-23-21 06CCC2 [RAMBO],regional,7.43,0.06695713461908133,0.1490634543542506,0.0872372331807217,18.71609195402299,8.731340816653672,0.5852355532658035,0.4665151698390158,-0.9411843629322453,-1.2925955120771975,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2014,34.56666666666666,65.43333333333334,no,JAS obs relative to whole year
2015-09-29T07:00:00Z,D-23-21 06CCC2 [RAMBO],regional,10.72,0.20147089289413717,0.1490634543542506,0.0872372331807217,18.71609195402299,8.731340816653672,0.5852355532658035,0.4665151698390158,0.6007462253109137,-0.915791986812803,North American Warm Desert Ruderal & Planted Scrub,North American Warm Desert Ruderal & Planted Scrub,2015,0,100,no,JAS obs relative to whole year
2017-07-14T07:00:00Z,D-22-21 35ADD1 PZ1 [RANCH DEEP],regional,140.12,0.1575986665872969,0.13886627458563705,0.04762616219148286,137.71746268656716,3.7912100663938424,0.34296421023459095,0.027528898604691137,0.39332146743937785,0.6337125274933952,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2017,23.46666666666667,76.53333333333333,no,JAS obs relative to whole year
2018-07-13T07:00:00Z,D-22-21 35ADD1 PZ1 [RANCH DEEP],regional,140.96,0.14972056395274988,0.13886627458563705,0.04762616219148286,137.71746268656716,3.7912100663938424,0.34296421023459095,0.027528898604691137,0.2279060261768045,0.8552776703605649,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2018,53.33333333333333,46.66666666666667,yes,JAS obs relative to whole year
2006-08-10T07:00:00Z,D-22-21 35ADD1 PZ1 [RANCH DEEP],regional,130.98,0.15699308257674022,0.13886627458563705,0.04762616219148286,137.71746268656716,3.7912100663938424,0.34296421023459095,0.027528898604691137,0.3806061029697002,-1.777127241323183,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2006,59.733333333333334,40.266666666666666,yes,JAS obs relative to whole year
2007-08-13T07:00:00Z,D-22-21 35ADD1 PZ1 [RANCH DEEP],regional,131.68,0.224793866628092,0.13886627458563705,0.04762616219148286,137.71746268656716,3.7912100663938424,0.34296421023459095,0.027528898604691137,1.8042098730731166,-1.5924896222672045,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2007,1.9000000000000001,98.1,no,JAS obs relative to whole year
2008-08-20T07:00:00Z,D-22-21 35ADD1 PZ1 [RANCH DEEP],regional,132.46,0.25680933852140075,0.13886627458563705,0.04762616219148286,137.71746268656716,3.7912100663938424,0.34296421023459095,0.027528898604691137,2.4764343484484215,-1.3867505610334045,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2008,10.166666666666666,89.83333333333333,no,JAS obs relative to whole year
2009-09-04T07:00:00Z,D-22-21 35ADD1 PZ1 [RANCH DEEP],regional,133.49,0.19786406159450287,0.13886627458563705,0.04762616219148286,137.71746268656716,3.7912100663938424,0.34296421023459095,0.027528898604691137,1.2387684477212944,-1.1150694929938998,Eastern Cool Temperate Developed Herbaceous,North American Warm Desert Ruderal & Planted Grassland,2009,90.3,9.700000000000003,yes,JAS obs relative to whole year
